curated_family,family,source_resource,source_sheet,enzyme_full_name,enzyme_common_name,species,substrate,product,text
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Glutamate:Glyoxylate Aminotransferase 1,GGAT1,Oryza sativa,glutamate;glyoxylate,2-oxoglutarate;glycine,Glutamate:Glyoxylate Aminotransferase 1 GGAT1   Oryza sativa   glutamate;glyoxylate 2-oxoglutarate;glycine Glutamate:glyoxylate aminotransferase modulates amino acid content during photorespiration. 10.1104/pp.106.085514    pass 33090|Viridiplantae GGAT1|PF00155;Aminotran_1_2;1|GGAT1|IPR045088;ALAT1/2-like;IPR004839;Aminotransferase_I/II;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|GGAT1|PF12796;Ank_2;3 GGT1_ARATH|A0A812Q045_SYMPI|A0A812H0S7_9DINO Q9LR30|B9DFR2|Q93Z05|Q94B22|Q9C5K2|A0A812Q045|A0A812H0S7 NP_001031083.1|NP_001031083|NP_564192.2|NP_564192| NM_001036006.1|NM_001036006|NM_102180.4|NM_102180| Arabidopsis_thaliana|Symbiodinium_pilosum|Symbiodinium_sp._CCMP2592
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,AGD2-LIKE DEFENSE RESPONSE PROTEIN1,ALD1,Arabidopsis thaliana,Diaminopimelate,"6-Carboxy-2,3-Dehydropipecolic acid","AGD2-LIKE DEFENSE RESPONSE PROTEIN1 ALD1   Arabidopsis thaliana   Diaminopimelate 6-Carboxy-2,3-Dehydropipecolic acid Biochemical Principles and Functional Aspects of Pipecolic Acid Biosynthesis in Plant Immunity. 10.1104/pp.17.00222 Q94B31   pass 33090|Viridiplantae Q94B31|NA|Q94B31|IPR040307;Ribosomal_cL37|ALD1|PF00155;Aminotran_1_2;1|ALD1|IPR004839;Aminotransferase_I/II;IPR019942;DapL/ALD1;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|ALD1|PF00171;Aldedh;1 PSRP5_ARATH|ALD1_ARATH|ALD1_ORYSJ|A0A3Q8Q412_CAMSI|A0A317Y1I1_MAIZE|A0A371FD63_MUCPR|A0A371GE55_MUCPR|F0Y6V6_AURAN|A0A9Q0F4J0_9ROSI|A0A3S8ND52_CAMSI|B8BYY3_THAPS|A0A314KZD4_NICAT|A0A2I0VZH7_9ASPA|A0A251UBS8_HELAN Q9LER7|Q94B31|Q9ZQI7|Q93ZH8|Q6VMN7|Q8H7W8|A0A3Q8Q412|A0A317Y1I1|A0A371FD63|A0A371GE55|F0Y6V6|A0A9Q0F4J0|A0A3S8ND52|B8BYY3|A0A314KZD4|A0A2I0VZH7|A0A251UBS8 NP_191250.1|NP_191250|NP_565359.1|NP_565359|XP_015630783.1|XP_015630783||XP_009036043.1|XP_009036043|XP_002288533.1|XP_002288533|XP_019266805.1|XP_019266805 NM_115550.4|NM_115550|NM_126957.2|NM_126957|XM_015775297.1|XM_015775297||XM_009037795.1|XM_009037795|XM_002288497.1|XM_002288497|XM_019411260.1|XM_019411260 Arabidopsis_thaliana|Oryza_sativa_subsp._japonica|Camellia_sinensis|Zea_mays|Mucuna_pruriens|Aureococcus_anophagefferens|Turnera_subulata|Thalassiosira_pseudonana|Nicotiana_attenuata|Dendrobium_catenatum|Helianthus_annuus"
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Alanine aminotransferase 1,AlaAT1,Arabidopsis thaliana,alanine; glutamate; pyruvate,pyruvate; 2-oxoglutarate; alanine,Alanine aminotransferase 1 AlaAT1   Arabidopsis thaliana   alanine; glutamate; pyruvate pyruvate; 2-oxoglutarate; alanine Alanine aminotransferase catalyses the breakdown of alanine after hypoxia in Arabidopsis thaliana. 10.1111/j.1365-313X.2006.03023.x   At1g17290 pass 33090|Viridiplantae AT1G17290|NA|ALAAT1|PF00155;Aminotran_1_2;1|ALAAT1|IPR045088;ALAT1/2-like;IPR004839;Aminotransferase_I/II;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small ALAT1_ARATH F4I7I0|Q56Z96|Q94BP8|Q9LKJ4|Q9LN15 NP_173173.3|NP_173173 NM_101591.6|NM_101591 Arabidopsis_thaliana
Aminotransferase,3503|Fagaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,GABA aminotransferase,GABA-T,Castanea sativa,GABA; a-ketoglutarate,Succinate semialdehyde; Glutamate,GABA aminotransferase GABA-T   Castanea sativa   GABA; a-ketoglutarate Succinate semialdehyde; Glutamate Amino Acids Content in Germinating Seeds and Seedlings from Castanea sativa L. 10.1104/pp.81.2.692    pass 33090|Viridiplantae GABA-T|PF00202;Aminotran_3;1|GABA-T|IPR005814;Aminotrans_3;IPR049704;Aminotrans_3_PPA_site;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small GATP4_ORYSJ|GATP_ARATH|A0A078FCE5_BRANA|A0A078HJ76_BRANA|A0A078HPK5_BRANA|A0A0H4AKW3_BRANA Q6ZH29|A0A0P0VDU8|B9F225|Q9AXI9|Q94CE5|B9DHS0|F4J064|Q94FS9|Q9LIE2|A0A078FCE5|A0A078HJ76|A0A078HPK5|A0A0H4AKW3 XP_015624768.1|XP_015624768|NP_001189947.1|NP_001189947|NP_566700.1|NP_566700|XP_013687638.1|XP_013687638|XP_013736782.1|XP_013736782| XM_015769282.1|XM_015769282|NM_001203018.1|NM_001203018|NM_113117.4|NM_113117|XM_013832184.1|XM_013832184|XM_013881328.1|XM_013881328| Oryza_sativa_subsp._japonica|Arabidopsis_thaliana|Brassica_napus
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase,AspAT,Sesbania herbacea,glutamate; oxaloacetate,aspartate; 2-oxoglutarate,Aspartate aminotransferase AspAT   Sesbania herbacea   glutamate; oxaloacetate aspartate; 2-oxoglutarate Biochemical and Anatomical Investigation of Sesbania herbacea (Mill.) McVaugh Nodules Grown under Flooded and Non-Flooded Conditions. 10.3390/ijms20081824    pass 33090|Viridiplantae ASPAT|NA
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Î²-Alanine aminotransferase,BAT,Phaseolus vulgaris,Î²-Alanine; Î±-Ketoglutarate,Malonate semialdehyde; Glutamate,Î²-Alanine aminotransferase BAT   Phaseolus vulgaris   Î²-Alanine; Î±-Ketoglutarate Malonate semialdehyde; Glutamate Nickel Toxicity Interferes with NO3-/NH4+ Uptake and Nitrogen Metabolic Enzyme Activity in Rice (Oryza sativa L.). 10.3390/plants11111401    pass 33090|Viridiplantae BAT|PF13520;AA_permease_2;1 A0A2R3U8A7_CAMSI A0A2R3U8A7   Camellia_sinensis
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tryptophan Aminotransferase of Arabidopsis 1,ZmTAA1,Zea mays,tryptophan,indole-3-pyruvic acid (IPyA),"Tryptophan Aminotransferase of Arabidopsis 1 ZmTAA1   Zea mays   tryptophan indole-3-pyruvic acid (IPyA) Yucasin is a potent inhibitor of YUCCA, a key enzyme in auxin biosynthesis. 10.1111/tpj.12399   vt2 pass 33090|Viridiplantae VT2|NA|ZMTAA1|NA"
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Alanine aminotransferase 2,,Arabidopsis thaliana,glutamate;glyoxylate,glutamate;pyruvate,Alanine aminotransferase 2    Arabidopsis thaliana   glutamate;glyoxylate glutamate;pyruvate Analysis of the enzymatic properties of a broad family of alanine aminotransferases. 10.1371/journal.pone.0055032  At1G72330  pass 33090|Viridiplantae AT1G72330|NA ALAT2_ARATH Q9LDV4|F4IDA2|F4IDA4|Q94C83|Q9C7S4 NP_001077811.1|NP_001077811|NP_001185380.1|NP_001185380|NP_565040.2|NP_565040 NM_001084342.1|NM_001084342|NM_001198451.1|NM_001198451|NM_105892.5|NM_105892 Arabidopsis_thaliana
Aminotransferase,,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Glutamate 1-semialdehyde aminotransferase,GSA-AT,Salmonella typhimurium,glutamate 1-semialdehyde,A-aminolevulinate,Glutamate 1-semialdehyde aminotransferase GSA-AT   Salmonella typhimurium   glutamate 1-semialdehyde A-aminolevulinate Purification and Characterization of Glutamate 1-Semialdehyde Aminotransferase from Barley Expressed in Escherichia coli. 10.1104/pp.99.4.1597   hemL gene pass  HEMLGENE|NA|GSA-AT|PF00202;Aminotran_3;1 Q9AVF5_AMATR|Q00GL0_KARBR Q9AVF5|Q00GL0   Amaranthus_tricolor|Karenia_brevis
Aminotransferase,1804623|Chenopodiaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate:glyoxylate aminotransferase,GGA,Spinacia oleracea,glyoxylate; L-arginine,glycine; alpha-ketoglutarate,glutamate:glyoxylate aminotransferase GGA   Spinacia oleracea   glyoxylate; L-arginine glycine; alpha-ketoglutarate Glycolate and glyoxylate metabolism by isolated peroxisomes or chloroplasts. 10.1104/pp.44.2.242    pass 33090|Viridiplantae GGA|NA
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase,AspAT,Arachis hypogaea,aspartate,oxaloacetate;oxalacetate,Aspartate aminotransferase AspAT   Arachis hypogaea   aspartate oxaloacetate;oxalacetate Specificity of aspartate aminotransferases from leguminous plants for 4-substituted glutamic acids. 10.1104/pp.89.4.1122    pass 33090|Viridiplantae ASPAT|NA
Aminotransferase,35461|Chlorellaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate-1-semialdehyde aminotransferase,GSA-AT,Chlorella vulgaris,glutamate,5-aminolevulinic acid,"glutamate-1-semialdehyde aminotransferase GSA-AT   Chlorella vulgaris   glutamate 5-aminolevulinic acid Purification, Characterization, and Fractionation of the delta-Aminolevulinic Acid Synthesizing Enzymes from Light-Grown Chlamydomonas reinhardtii Cells. 10.1104/pp.74.3.569    pass 33090|Viridiplantae GSA-AT|PF00202;Aminotran_3;1 Q9AVF5_AMATR|Q00GL0_KARBR Q9AVF5|Q00GL0   Amaranthus_tricolor|Karenia_brevis"
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,aminotransferase,,Hordeum vulgare,GSA,6-aminolevulinic acid,aminotransferase    Hordeum vulgare   GSA 6-aminolevulinic acid Biosynthesis of Tetrapyrrole Pigment Precursors : Pyridoxal Requirement of the Aminotransferase Step in the Formation of delta-Aminolevulinate from Glutamate in Extracts of Chlorella vulgaris. 10.1104/pp.89.3.852    pass 33090|Viridiplantae
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Glutamate: glyoxylate aminotransferase 1,GGAT1,Triticum aestivum,L-glutamate; glyoxylate,2-oxoglutarate; glycine,Glutamate: glyoxylate aminotransferase 1 GGAT1   Triticum aestivum   L-glutamate; glyoxylate 2-oxoglutarate; glycine Biochemical characterization and kinetic properties of alanine aminotransferase homologues partially purified from wheat (Triticum aestivum L.). 10.1016/j.phytochem.2012.07.008    pass 33090|Viridiplantae GGAT1|PF00155;Aminotran_1_2;1|GGAT1|IPR045088;ALAT1/2-like;IPR004839;Aminotransferase_I/II;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|GGAT1|PF12796;Ank_2;3 GGT1_ARATH|A0A812Q045_SYMPI|A0A812H0S7_9DINO Q9LR30|B9DFR2|Q93Z05|Q94B22|Q9C5K2|A0A812Q045|A0A812H0S7 NP_001031083.1|NP_001031083|NP_564192.2|NP_564192| NM_001036006.1|NM_001036006|NM_102180.4|NM_102180| Arabidopsis_thaliana|Symbiodinium_pilosum|Symbiodinium_sp._CCMP2592
Aminotransferase,3086|Scenedesmaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,L-glutamate-glyoxylate aminotransferase,SO-aminotransferase,Scenedesmus obliquus,L-Ornithine;glyoxylate,glycine;glutamate-5-semialdehyde,L-glutamate-glyoxylate aminotransferase SO-aminotransferase   Scenedesmus obliquus   L-Ornithine;glyoxylate glycine;glutamate-5-semialdehyde Glycolate pathway in green algae. 10.1104/pp.46.3.386    pass 33090|Viridiplantae SO-AMINOTRANSFERASE|NA
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Alanine aminotransferase,ALAT,Zea mays,glutamate,alpha-ketoglutarate,Alanine aminotransferase ALAT   Zea mays   glutamate alpha-ketoglutarate Photosynthetic carbon metabolism during leaf ontogeny in Zea mays L.: Enzyme studies. 10.1007/BF00385076   EC 2.6.1.2 pass 33090|Viridiplantae EC2.6.1.2|NA|EC2|NA|ALAT|NA
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,nicotianamine aminotransferase 6,OsNAAT6,Oryza sativa,nicotianamine,3''-keto intermediate,nicotianamine aminotransferase 6 OsNAAT6   Oryza sativa   nicotianamine 3''-keto intermediate Identification and localisation of the rice nicotianamine aminotransferase gene OsNAAT1 expression suggests the site of phytosiderophore synthesis in rice. 10.1007/s11103-007-9262-8  AK060557  pass 33090|Viridiplantae AK060557|NA|OSNAAT6|NA
Aminotransferase,13811|Anthocerotaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tyrosine aminotransferase,AaTAT,Anthoceros agrestis,prephenate,arogenate,Tyrosine aminotransferase AaTAT   Anthoceros agrestis   prephenate arogenate Identification and biochemical characterisation of tyrosine aminotransferase from Anthoceros agrestis unveils the conceivable entry point into rosmarinic acid biosynthesis in hornworts. 10.1007/s00425-021-03623-2  MN922307  pass 33090|Viridiplantae MN922307|PF00155;Aminotran_1_2;1|AATAT|NA A0A8E3Z7M3_9EMBR A0A8E3Z7M3   Anthoceros_agrestis
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tyrosine aminotransferase 2,AtTAT2,Arabidopsis thaliana,L-tyrosine,4-methylthio-2-oxobutanoate,Tyrosine aminotransferase 2 AtTAT2   Arabidopsis thaliana   L-tyrosine 4-methylthio-2-oxobutanoate Biochemical properties and subcellular localization of tyrosine aminotransferases in Arabidopsis thaliana. 10.1016/j.phytochem.2016.09.007   At5g36160 pass 33090|Viridiplantae AT5G36160|NA|ATTAT2|NA TAT_ARATH Q9LVY1|Q8W462 NP_198465.3|NP_198465 NM_123007.6|NM_123007 Arabidopsis_thaliana
Aminotransferase,13811|Anthocerotaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tyrosine aminotransferase,AaTAT,Anthoceros agrestis,l-phenylalanine; 2-oxoglutarate,phenylpyruvate; glutamate,Tyrosine aminotransferase AaTAT   Anthoceros agrestis   l-phenylalanine; 2-oxoglutarate phenylpyruvate; glutamate Identification and biochemical characterisation of tyrosine aminotransferase from Anthoceros agrestis unveils the conceivable entry point into rosmarinic acid biosynthesis in hornworts. 10.1007/s00425-021-03623-2  MN922307  pass 33090|Viridiplantae MN922307|PF00155;Aminotran_1_2;1|AATAT|NA A0A8E3Z7M3_9EMBR A0A8E3Z7M3   Anthoceros_agrestis
Aminotransferase,2259|Thermococcaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Alanine aminotransferase,PfAlaAT,Pyrococcus furiosus,alanine;2-oxoglutarate,glutamate;pyruvate,Alanine aminotransferase PfAlaAT   Pyrococcus furiosus   alanine;2-oxoglutarate glutamate;pyruvate Analysis of the enzymatic properties of a broad family of alanine aminotransferases. 10.1371/journal.pone.0055032  NP_579226  pass 2157|Archaea NP_579226|NA|PFALAAT|NA
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Nicotianamine aminotransferase; nicotianamine aminotransferase A,HvNAAT-A,Hordeum vulgare,Nicotianamine; nicotianamine,2â€²-Deoxymugineic acid; 3''-keto intermediate,Nicotianamine aminotransferase; nicotianamine aminotransferase A HvNAAT-A   Hordeum vulgare   Nicotianamine; nicotianamine 2â€²-Deoxymugineic acid; 3''-keto intermediate Identification and localisation of the rice nicotianamine aminotransferase gene OsNAAT1 expression suggests the site of phytosiderophore synthesis in rice. 10.1007/s11103-007-9262-8  AJ458993  pass 33090|Viridiplantae AJ458993|PF00155;Aminotran_1_2;1|HVNAAT-A|NA Q8GUE9_PLESU Q8GUE9   Plectranthus_scutellarioides
Aminotransferase,13811|Anthocerotaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tyrosine aminotransferase,AaTAT,Anthoceros agrestis,oxaloacetate,aspartate,Tyrosine aminotransferase AaTAT   Anthoceros agrestis   oxaloacetate aspartate Identification and biochemical characterisation of tyrosine aminotransferase from Anthoceros agrestis unveils the conceivable entry point into rosmarinic acid biosynthesis in hornworts. 10.1007/s00425-021-03623-2  MN922307  pass 33090|Viridiplantae MN922307|PF00155;Aminotran_1_2;1|AATAT|NA A0A8E3Z7M3_9EMBR A0A8E3Z7M3   Anthoceros_agrestis
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate: alpha-ketoglutarate aminotransferase,Asp:OG aminotransferase,Pisum sativum,Aspartate; alpha-ketoglutarate; L-aspartate; asparagine,Oxaloacetate; Glutamate; oxaloacetate; aspartate,Aspartate: alpha-ketoglutarate aminotransferase Asp:OG aminotransferase   Pisum sativum   Aspartate; alpha-ketoglutarate; L-aspartate; asparagine Oxaloacetate; Glutamate; oxaloacetate; aspartate Changes in Activities of Enzymes of Nitrogen Metabolism in Seedcoats and Cotyledons during Embryo Development in Pea Seeds. 10.1104/pp.66.4.782   EC 2.6.1.1 pass 33090|Viridiplantae EC2.6.1.1|NA|EC2|NA|ASP:OGAMINOTRANSFERASE|NA
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate:glyoxylate aminotransferase 2,GGT2,Arabidopsis thaliana,glutamate; pyruvate,2-oxoglutarate; alanine,glutamate:glyoxylate aminotransferase 2 GGT2   Arabidopsis thaliana   glutamate; pyruvate 2-oxoglutarate; alanine Alanine aminotransferase homologs catalyze the glutamate:glyoxylate aminotransferase reaction in peroxisomes of Arabidopsis. 10.1104/pp.011460  At1g70580  pass 33090|Viridiplantae AT1G70580|NA|GGT2|PF01019;G_glu_transpept;1|GGT2|IPR043138;GGT_lsub_C;IPR000101;GGT_peptidase;IPR043137;GGT_ssub;IPR029055;Ntn_hydrolases_N|GGT2|PF00155;Aminotran_1_2;1|GGT2|IPR045088;ALAT1/2-like;IPR004839;Aminotransferase_I/II;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small GGT2_ARATH|GAGT2_ARATH|R1FAD7_EMIHU|A0A9Q0G2S3_9ROSI|A7X2L3_POPCN Q9S7E9|B9DH91|Q8LFE9|Q680I5|O65653|R1FAD7|A0A9Q0G2S3|A7X2L3 NP_001031262.1|NP_001031262|NP_001031263.1|NP_001031263|NP_177215.1|NP_177215|NP_974122.1|NP_974122|NP_195675.2|NP_195675|XP_005782658.1|XP_005782658| NM_001036185.1|NM_001036185|NM_001036186.2|NM_001036186|NM_105726.3|NM_105726|NM_202393.2|NM_202393|NM_120125.2|NM_120125|XM_005782601.1|XM_005782601| Arabidopsis_thaliana|Emiliania_huxleyi|Turnera_subulata|Populus_canescens
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate/aspartate-prephenate aminotransferase,PAT,Arabidopsis thaliana,glutamate;aspartate,arogenate,glutamate/aspartate-prephenate aminotransferase PAT   Arabidopsis thaliana   glutamate;aspartate arogenate Identification of a plant gene encoding glutamate/aspartate-prephenate aminotransferase: the last homeless enzyme of aromatic amino acids biosynthesis. 10.1016/j.febslet.2010.09.037 Q9SIE1  At2g22250 pass 33090|Viridiplantae Q9SIE1|PF00155;Aminotran_1_2;1|Q9SIE1|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|AT2G22250|NA|PAT|PF00155;Aminotran_1_2;1|PAT|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small PAT_ARATH|E5LBC4_SOLLC|A0A251S9V0_HELAN|A0A6H5JFT3_9PHAE|A0A1E7FFX3_9STRA|A0A2I0W9A3_9ASPA Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1|E5LBC4|A0A251S9V0|A0A6H5JFT3|A0A1E7FFX3|A0A2I0W9A3 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022|NP_001234609.1|NP_001234609| NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691|NM_001247680.1|NM_001247680| Arabidopsis_thaliana|Solanum_lycopersicum|Helianthus_annuus|Ectocarpus_sp._CCAP_1310/34|Fragilariopsis_cylindrus_CCMP1102|Dendrobium_catenatum
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Asparagine:pyruvate aminotransferase,LupAPAT,Lupinus albus,Asparagine;Pyruvate;L-asparagine;sodium pyruvate,2-Ketosuccinamic Acid;Alanine;alanine;2-ketosuccinamic acid,Asparagine:pyruvate aminotransferase LupAPAT   Lupinus albus   Asparagine;Pyruvate;L-asparagine;sodium pyruvate 2-Ketosuccinamic Acid;Alanine;alanine;2-ketosuccinamic acid Amino Acid transport and metabolism in relation to the nitrogen economy of a legume leaf. 10.1104/pp.71.4.841   NA;EC 2.6.1.14 pass 33090|Viridiplantae EC2.6.1.14|NA|EC2|NA|LUPAPAT|NA
Aminotransferase,3318|Pinaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Prokaryotic-type bifunctional aspartate and prephenate aminotransferase,PAT,Pinus pinaster,Glutamate; prephenate,2-oxoglutarate; arogenate,Prokaryotic-type bifunctional aspartate and prephenate aminotransferase PAT   Pinus pinaster   Glutamate; prephenate 2-oxoglutarate; arogenate Deciphering the role of aspartate and prephenate aminotransferase activities in plastid nitrogen metabolism. 10.1104/pp.113.232462    pass 33090|Viridiplantae PAT|PF00155;Aminotran_1_2;1|PAT|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small PAT_ARATH|E5LBC4_SOLLC|A0A251S9V0_HELAN|A0A6H5JFT3_9PHAE|A0A1E7FFX3_9STRA|A0A2I0W9A3_9ASPA Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1|E5LBC4|A0A251S9V0|A0A6H5JFT3|A0A1E7FFX3|A0A2I0W9A3 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022|NP_001234609.1|NP_001234609| NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691|NM_001247680.1|NM_001247680| Arabidopsis_thaliana|Solanum_lycopersicum|Helianthus_annuus|Ectocarpus_sp._CCAP_1310/34|Fragilariopsis_cylindrus_CCMP1102|Dendrobium_catenatum
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Î²-Alanine aminotransferase,,Phaseolus vulgaris,Î²-Alanine,Malonate semialdehyde,Î²-Alanine aminotransferase    Phaseolus vulgaris   Î²-Alanine Malonate semialdehyde Rosmarinic acid formation and differential expression of tyrosine aminotransferase isoforms in Anchusa officinalis cell suspension cultures. 10.1007/BF00193150    pass 33090|Viridiplantae
Aminotransferase,3650|Cucurbitaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,aromatic amino-acid aminotransferase,CmArAT1,Cucumis melo,phenylpyruvate;tyrosine,phenylalanine,aromatic amino-acid aminotransferase CmArAT1   Cucumis melo   phenylpyruvate;tyrosine phenylalanine An alternative pathway contributes to phenylalanine biosynthesis in plants via a cytosolic tyrosine:phenylpyruvate aminotransferase. 10.1038/ncomms3833  ADC45389.1  pass 33090|Viridiplantae ADC45389.1|PF00155;Aminotran_1_2;1|ADC45389|PF00155;Aminotran_1_2;1|CMARAT1|NA D7F4K3_CUCME D7F4K3 NP_001284465.1|NP_001284465 NM_001297536.1|NM_001297536 Cucumis_melo
