target_enzyme,target_family,stage,critical_transition_score,herbicide_target_family,herbicide_site_of_action,wssa_group,known_inhibitor_classes,resistance_risks,scenario_selectivity_margin,weed_vulnerability_score,crop_vulnerability_score,compound_a,compound_b,compound_a_source,compound_b_source,compound_a_priority_class,compound_b_priority_class,compound_a_exclusion_reason,compound_b_exclusion_reason,compound_a_phytochemical_class,compound_b_phytochemical_class,compound_a_phytochemical_class_score,compound_b_phytochemical_class_score,phytochemical_class_pair,compound_a_intervention_suitability_score,compound_b_intervention_suitability_score,intervention_suitability_score,compound_priority_class,compound_exclusion_reason,compound_a_functional_group_hits,compound_b_functional_group_hits,predicted_single_a,predicted_single_b,bliss_expected,mechanistic_complementarity,synergy_delta,inhibit_synergy,synergy_group_score,synergy_edge_sum,epsilon_threshold,synergy_match_schema,compound_source_score_list,compound_a_evidence_types,compound_b_evidence_types,predicted_combined_perturbation,crop_impact_estimate,environmental_persistence_proxy,toxicity_hazard_proxy,control_compound_penalty,optimization_objective,functional_silencing_threshold,meets_functional_silencing_proxy,evidence_class,synergy_evidence_class,proxy_notes,diversity_selection_phase,diversity_selection_relaxed
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,3-hydroxysalicylate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.63,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.6053559353846154,0.34989084538461535,0.4776233903846154,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6292723449846154,0.40978953458461537,0.7811926581910158,0.42132343450055065,0.2929222034408837,True,0.8226888068376923,1.010156943953846,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|3-hydroxysalicylate:[SKiD_substrates,0.345]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match,0.845286186882746,0.1303455644415377,0.006145999999999971,0.2808708333333333,0.15,0.5534318450771176,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,3-hydroxysalicylate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.63,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.6053559353846154,0.34989084538461535,0.4776233903846154,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6292723449846154,0.40978953458461537,0.7811926581910158,0.42132343450055065,0.2929222034408837,True,0.8226888068376923,1.010156943953846,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|3-hydroxysalicylate:[SKiD_substrates,0.345]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match,0.845286186882746,0.1303455644415377,0.006145999999999971,0.2808708333333333,0.15,0.5534318450771176,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
cellulase,CAZy,germination,0.5724640000000001,CAZy/cell wall,cell wall carbohydrate metabolism / cellulose-associated enzymes,20/unknown,cell_wall_synthesis_inhibitors;glycosidase_inhibitor_like,pathway_bypass;reduced_uptake,0.84579712,0.62579712,0.28,(2-amino-1-hydroxyethyl)phosphonate,salicylate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.63,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.5875468253846153,0.2938098851282051,0.4406783552564102,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,,0.6579252821846153,0.4105367812615385,0.7983595357874925,0.6736112936178501,0.36249305300688994,True,0.8402390008648718,1.0226349292358974,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.701]|salicylate:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match,0.8714528032696109,0.13438053204824746,0.02534633333333333,0.30676083333333326,0.15,0.5523786063566951,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
acetolactate synthase,ALS/AHAS,seedling_emergence,0.5724640000000001,ALS/AHAS,acetolactate synthase / acetohydroxyacid synthase,2,sulfonylureas;imidazolinones;triazolopyrimidines;pyrimidinyl-thiobenzoates,target_site_mutation;metabolic_resistance;cross_resistance,0.84579712,0.62579712,0.28,2-(2-hydroxyethylthio)ethanesulfonate,3-hydroxysalicylate,SKiD_substrates,SKiD_substrates,transition_state_mimic_candidate,natural_product_candidate,,,organosulfur_sulfonate,phenolic_acid_or_benzoate,0.81,0.63,organosulfur_sulfonate||phenolic_acid_or_benzoate,0.5197507030769231,0.34989084538461535,0.4348207742307692,natural_product_candidate||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.555189395476923,0.44478953458461534,0.7530364972410438,0.10852095445496067,0.26021943681153903,True,0.837142583386923,0.9647860990923077,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.578]|3-hydroxysalicylate:[SKiD_substrates,0.387]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,herbicide_target_atlas_match,0.8173012008419843,0.12603019899729245,0.006145999999999971,0.22108291666666668,0.15,0.5522748756891698,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
cellulase,CAZy,germination,0.5724640000000001,CAZy/cell wall,cell wall carbohydrate metabolism / cellulose-associated enzymes,20/unknown,cell_wall_synthesis_inhibitors;glycosidase_inhibitor_like,pathway_bypass;reduced_uptake,0.84579712,0.62579712,0.28,2-(2-hydroxyethylthio)ethanesulfonate,3-hydroxysalicylate,SKiD_substrates,SKiD_substrates,transition_state_mimic_candidate,natural_product_candidate,,,organosulfur_sulfonate,phenolic_acid_or_benzoate,0.81,0.63,organosulfur_sulfonate||phenolic_acid_or_benzoate,0.5197507030769231,0.34989084538461535,0.4348207742307692,natural_product_candidate||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.555189395476923,0.44478953458461534,0.7530364972410438,0.10852095445496067,0.26021943681153903,True,0.837142583386923,0.9647860990923077,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.578]|3-hydroxysalicylate:[SKiD_substrates,0.387]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,herbicide_target_atlas_match,0.8173012008419843,0.12603019899729245,0.006145999999999971,0.22108291666666668,0.15,0.5522748756891698,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Isochorismoyl-Glutamate Synthase; GH3 acyl adenylase-family enzyme,BAHD acyltransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organophosphonate_transition_state_mimic,organosulfur_sulfonate,0.63,0.81,organophosphonate_transition_state_mimic||organosulfur_sulfonate,0.6053559353846154,0.5197507030769231,0.5625533192307692,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.5742723449846154,0.46518939547692306,0.7723163354590302,0.3851988073621863,0.2526673745294089,True,0.8185088289123077,1.0685596076923076,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,0.8298445692018317,0.12796442252328177,0.0,0.3070220833333333,0.15,0.5519032367499532,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_2,False
Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organophosphonate_transition_state_mimic,organosulfur_sulfonate,0.63,0.81,organophosphonate_transition_state_mimic||organosulfur_sulfonate,0.6053559353846154,0.5197507030769231,0.5625533192307692,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.5742723449846154,0.46518939547692306,0.7723163354590302,0.3851988073621863,0.2526673745294089,True,0.8185088289123077,1.0685596076923076,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,0.8298445692018317,0.12796442252328177,0.0,0.3070220833333333,0.15,0.5519032367499532,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_2,False
alpha-amylase,amylase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organophosphonate_transition_state_mimic,organosulfur_sulfonate,0.63,0.81,organophosphonate_transition_state_mimic||organosulfur_sulfonate,0.6053559353846154,0.5197507030769231,0.5625533192307692,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.5742723449846154,0.46518939547692306,0.7723163354590302,0.3851988073621863,0.2526673745294089,True,0.8185088289123077,1.0685596076923076,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,0.8298445692018317,0.12796442252328177,0.0,0.3070220833333333,0.15,0.5519032367499532,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_2,False
cellulase,CAZy,germination,0.5724640000000001,CAZy/cell wall,cell wall carbohydrate metabolism / cellulose-associated enzymes,20/unknown,cell_wall_synthesis_inhibitors;glycosidase_inhibitor_like,pathway_bypass;reduced_uptake,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,2-oxo-octanoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,organophosphonate_transition_state_mimic,organic_acid_or_lactone,0.63,0.63,organic_acid_or_lactone||organophosphonate_transition_state_mimic,0.6053559353846154,0.2880086741025641,0.4466823047435897,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,,0.6642723449846154,0.40963955996923074,0.8017996738546193,0.6115539856522944,0.35124104941305917,True,0.8397851777535897,1.0278446127641025,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.707]|2-oxo-octanoate:[SKiD_substrates,0.321]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match,0.8714157644039334,0.13437482054848807,0.0753796666666666,0.2661379166666666,0.15,0.5496630194177491,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
acetolactate synthase,ALS/AHAS,seedling_emergence,0.5724640000000001,ALS/AHAS,acetolactate synthase / acetohydroxyacid synthase,2,sulfonylureas;imidazolinones;triazolopyrimidines;pyrimidinyl-thiobenzoates,target_site_mutation;metabolic_resistance;cross_resistance,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,2-oxo-octanoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,organophosphonate_transition_state_mimic,organic_acid_or_lactone,0.63,0.63,organic_acid_or_lactone||organophosphonate_transition_state_mimic,0.6053559353846154,0.2880086741025641,0.4466823047435897,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,,0.6642723449846154,0.40963955996923074,0.8017996738546193,0.6115539856522944,0.35124104941305917,True,0.8397851777535897,1.0278446127641025,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.707]|2-oxo-octanoate:[SKiD_substrates,0.321]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match,0.8714157644039334,0.13437482054848807,0.0753796666666666,0.2661379166666666,0.15,0.5496630194177491,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",compound_breadth_seed,False
